tourney_name,tourney_date,surface,tourney_level,round,winner_name,loser_name,winner_rank,loser_rank,score,best_of,court,location
BNP Paribas Open,20250308,Hard,Masters 1000,2nd Round,Tiafoe F.,Dzumhur D.,17,84.0,7-6 7-6,3,Outdoor,Indian Wells
BNP Paribas Open,20250308,Hard,Masters 1000,2nd Round,Watanuki Y.,Machac T.,349,20.0,4-6 4-2,3,Outdoor,Indian Wells
BNP Paribas Open,20250308,Hard,Masters 1000,2nd Round,Tabilo A.,Lajovic D.,31,108.0,6-3 7-5,3,Outdoor,Indian Wells
BNP Paribas Open,20250308,Hard,Masters 1000,2nd Round,Fritz T.,Gigante M.,4,217.0,6-3 7-5,3,Outdoor,Indian Wells
BNP Paribas Open,20250308,Hard,Masters 1000,2nd Round,Brooksby J.,Auger-Aliassime F.,937,18.0,6-4 6-2,3,Outdoor,Indian Wells
BNP Paribas Open,20250308,Hard,Masters 1000,2nd Round,Van De Zandschulp B.,Djokovic N.,85,7.0,6-2 3-6 6-1,3,Outdoor,Indian Wells
BNP Paribas Open,20250308,Hard,Masters 1000,2nd Round,Nakashima B.,Hijikata R.,33,83.0,7-5 6-1,3,Outdoor,Indian Wells
BNP Paribas Open,20250308,Hard,Masters 1000,2nd Round,Hurkacz H.,Gaston H.,22,93.0,7-5 6-3,3,Outdoor,Indian Wells
BNP Paribas Open,20250308,Hard,Masters 1000,2nd Round,Rune H.,Moutet C.,13,79.0,6-2 6-4,3,Outdoor,Indian Wells
BNP Paribas Open,20250308,Hard,Masters 1000,2nd Round,Tsitsipas S.,Seyboth Wild T.,9,91.0,6-2 6-4,3,Outdoor,Indian Wells
BNP Paribas Open,20250308,Hard,Masters 1000,2nd Round,Fils A.,Diallo G.,21,88.0,6-2 6-2,3,Outdoor,Indian Wells
BNP Paribas Open,20250308,Hard,Masters 1000,2nd Round,Medvedev D.,Bu Y.,6,71.0,6-2 6-2,3,Outdoor,Indian Wells
BNP Paribas Open,20250308,Hard,Masters 1000,2nd Round,Watanuki Y.,Machac T.,349,20.0,4-6 4-2,3,Outdoor,Indian Wells
BNP Paribas Open,20250308,Hard,Masters 1000,2nd Round,Alcaraz C.,Halys Q.,3,59.0,6-4 6-2,3,Outdoor,Indian Wells
BNP Paribas Open,20250308,Hard,Masters 1000,2nd Round,Fritz T.,Gigante M.,4,217.0,6-3 7-5,3,Outdoor,Indian Wells
BNP Paribas Open,20250308,Hard,Masters 1000,2nd Round,Brooksby J.,Auger-Aliassime F.,937,18.0,6-4 6-2,3,Outdoor,Indian Wells
BNP Paribas Open,20250308,Hard,Masters 1000,2nd Round,Tabilo A.,Lajovic D.,31,108.0,6-3 7-5,3,Outdoor,Indian Wells
BNP Paribas Open,20250308,Hard,Masters 1000,2nd Round,Draper J.,Fonseca J.,14,80.0,6-4 6-0,3,Outdoor,Indian Wells
BNP Paribas Open,20250308,Hard,Masters 1000,2nd Round,Arnaldi M.,Rublev A.,35,8.0,6-4 7-5,3,Outdoor,Indian Wells
BNP Paribas Open,20250308,Hard,Masters 1000,2nd Round,Shapovalov D.,Walton A.,28,96.0,6-3 6-2,3,Outdoor,Indian Wells
BNP Paribas Open,20250308,Hard,Masters 1000,2nd Round,Cerundolo F.,McDonald M.,26,109.0,4-6 7-6 6-1,3,Outdoor,Indian Wells
BNP Paribas Open,20250308,Hard,Masters 1000,2nd Round,Tiafoe F.,Dzumhur D.,17,84.0,7-6 7-6,3,Outdoor,Indian Wells
BNP Paribas Open,20250309,Hard,Masters 1000,2nd Round,De Minaur A.,Goffin D.,10,56.0,6-2 6-2,3,Outdoor,Indian Wells
BNP Paribas Open,20250309,Hard,Masters 1000,2nd Round,Monfils G.,Korda S.,42,25.0,7-6 7-6,3,Outdoor,Indian Wells
BNP Paribas Open,20250309,Hard,Masters 1000,3rd Round,Paul T.,Norrie C.,11,77.0,6-3 7-5,3,Outdoor,Indian Wells
BNP Paribas Open,20250309,Hard,Masters 1000,3rd Round,Tsitsipas S.,Berrettini M.,9,29.0,6-3 6-3,3,Outdoor,Indian Wells
BNP Paribas Open,20250309,Hard,Masters 1000,3rd Round,Giron M.,Popyrin A.,48,27.0,5-7 6-3 6-3,3,Outdoor,Indian Wells
BNP Paribas Open,20250309,Hard,Masters 1000,2nd Round,Shelton B.,Navone M.,12,63.0,6-3 6-2,3,Outdoor,Indian Wells
BNP Paribas Open,20250309,Hard,Masters 1000,3rd Round,Medvedev D.,Michelsen A.,6,32.0,2-0,3,Outdoor,Indian Wells
BNP Paribas Open,20250309,Hard,Masters 1000,3rd Round,Griekspoor T.,Mpetshi G.,43,30.0,7-6 6-3,3,Outdoor,Indian Wells
BNP Paribas Open,20250309,Hard,Masters 1000,2nd Round,Khachanov K.,Mensik J.,23,57.0,3-6 6-0 6-3,3,Outdoor,Indian Wells
BNP Paribas Open,20250309,Hard,Masters 1000,3rd Round,Giron M.,Popyrin A.,48,27.0,5-7 6-3 6-3,3,Outdoor,Indian Wells
BNP Paribas Open,20250309,Hard,Masters 1000,3rd Round,Medvedev D.,Michelsen A.,6,32.0,2-0,3,Outdoor,Indian Wells
BNP Paribas Open,20250309,Hard,Masters 1000,3rd Round,Tsitsipas S.,Berrettini M.,9,29.0,6-3 6-3,3,Outdoor,Indian Wells
BNP Paribas Open,20250309,Hard,Masters 1000,3rd Round,Griekspoor T.,Mpetshi G.,43,30.0,7-6 6-3,3,Outdoor,Indian Wells
BNP Paribas Open,20250309,Hard,Masters 1000,3rd Round,Paul T.,Norrie C.,11,77.0,6-3 7-5,3,Outdoor,Indian Wells
BNP Paribas Open,20250309,Hard,Masters 1000,2nd Round,Monfils G.,Korda S.,42,25.0,7-6 7-6,3,Outdoor,Indian Wells
BNP Paribas Open,20250309,Hard,Masters 1000,2nd Round,De Minaur A.,Goffin D.,10,56.0,6-2 6-2,3,Outdoor,Indian Wells
BNP Paribas Open,20250309,Hard,Masters 1000,3rd Round,Rune H.,Humbert U.,13,19.0,5-7 6-4 7-5,3,Outdoor,Indian Wells
BNP Paribas Open,20250309,Hard,Masters 1000,2nd Round,Dimitrov G.,Borges N.,15,36.0,6-3 6-4,3,Outdoor,Indian Wells
BNP Paribas Open,20250309,Hard,Masters 1000,2nd Round,Khachanov K.,Mensik J.,23,57.0,3-6 6-0 6-3,3,Outdoor,Indian Wells
BNP Paribas Open,20250309,Hard,Masters 1000,3rd Round,Rune H.,Humbert U.,13,19.0,5-7 6-4 7-5,3,Outdoor,Indian Wells
BNP Paribas Open,20250309,Hard,Masters 1000,2nd Round,Shelton B.,Navone M.,12,63.0,6-3 6-2,3,Outdoor,Indian Wells
BNP Paribas Open,20250309,Hard,Masters 1000,2nd Round,Dimitrov G.,Borges N.,15,36.0,6-3 6-4,3,Outdoor,Indian Wells
BNP Paribas Open,20250310,Hard,Masters 1000,3rd Round,De Minaur A.,Hurkacz H.,10,22.0,6-4 6-0,3,Outdoor,Indian Wells
BNP Paribas Open,20250310,Hard,Masters 1000,3rd Round,Fils A.,Musetti L.,21,16.0,3-6 7-6 6-3,3,Outdoor,Indian Wells
BNP Paribas Open,20250310,Hard,Masters 1000,3rd Round,Watanuki Y.,Tiafoe F.,349,17.0,6-4 7-6,3,Outdoor,Indian Wells
BNP Paribas Open,20250310,Hard,Masters 1000,3rd Round,Cerundolo F.,Van De Zandschulp B.,26,85.0,6-3 6-4,3,Outdoor,Indian Wells
BNP Paribas Open,20250310,Hard,Masters 1000,3rd Round,Draper J.,Brooksby J.,14,937.0,7-5 6-4,3,Outdoor,Indian Wells
BNP Paribas Open,20250310,Hard,Masters 1000,3rd Round,De Minaur A.,Hurkacz H.,10,22.0,6-4 6-0,3,Outdoor,Indian Wells
BNP Paribas Open,20250310,Hard,Masters 1000,3rd Round,Fritz T.,Tabilo A.,4,31.0,4-6 6-3 6-1,3,Outdoor,Indian Wells
BNP Paribas Open,20250310,Hard,Masters 1000,3rd Round,Nakashima B.,Arnaldi M.,33,35.0,6-2 6-4,3,Outdoor,Indian Wells
BNP Paribas Open,20250310,Hard,Masters 1000,3rd Round,Shelton B.,Khachanov K.,12,23.0,6-3 7-5,3,Outdoor,Indian Wells
BNP Paribas Open,20250310,Hard,Masters 1000,3rd Round,Fils A.,Musetti L.,21,16.0,3-6 7-6 6-3,3,Outdoor,Indian Wells
BNP Paribas Open,20250310,Hard,Masters 1000,3rd Round,Watanuki Y.,Tiafoe F.,349,17.0,6-4 7-6,3,Outdoor,Indian Wells
BNP Paribas Open,20250310,Hard,Masters 1000,3rd Round,Shelton B.,Khachanov K.,12,23.0,6-3 7-5,3,Outdoor,Indian Wells
BNP Paribas Open,20250310,Hard,Masters 1000,3rd Round,Nakashima B.,Arnaldi M.,33,35.0,6-2 6-4,3,Outdoor,Indian Wells
BNP Paribas Open,20250310,Hard,Masters 1000,3rd Round,Fritz T.,Tabilo A.,4,31.0,4-6 6-3 6-1,3,Outdoor,Indian Wells
BNP Paribas Open,20250310,Hard,Masters 1000,3rd Round,Cerundolo F.,Van De Zandschulp B.,26,85.0,6-3 6-4,3,Outdoor,Indian Wells
BNP Paribas Open,20250310,Hard,Masters 1000,3rd Round,Draper J.,Brooksby J.,14,937.0,7-5 6-4,3,Outdoor,Indian Wells
BNP Paribas Open,20250311,Hard,Masters 1000,3rd Round,Dimitrov G.,Monfils G.,15,42.0,7-6 4-6 7-6,3,Outdoor,Indian Wells
BNP Paribas Open,20250311,Hard,Masters 1000,3rd Round,Alcaraz C.,Shapovalov D.,3,28.0,6-2 6-4,3,Outdoor,Indian Wells
BNP Paribas Open,20250311,Hard,Masters 1000,4th Round,Fils A.,Giron M.,21,48.0,6-2 2-6 6-3,3,Outdoor,Indian Wells
BNP Paribas Open,20250311,Hard,Masters 1000,4th Round,Griekspoor T.,Watanuki Y.,43,349.0,7-6 6-1,3,Outdoor,Indian Wells
BNP Paribas Open,20250311,Hard,Masters 1000,4th Round,Rune H.,Tsitsipas S.,13,9.0,6-4 6-4,3,Outdoor,Indian Wells
BNP Paribas Open,20250311,Hard,Masters 1000,3rd Round,Alcaraz C.,Shapovalov D.,3,28.0,6-2 6-4,3,Outdoor,Indian Wells
BNP Paribas Open,20250311,Hard,Masters 1000,4th Round,Griekspoor T.,Watanuki Y.,43,349.0,7-6 6-1,3,Outdoor,Indian Wells
BNP Paribas Open,20250311,Hard,Masters 1000,4th Round,Rune H.,Tsitsipas S.,13,9.0,6-4 6-4,3,Outdoor,Indian Wells
BNP Paribas Open,20250311,Hard,Masters 1000,4th Round,Fils A.,Giron M.,21,48.0,6-2 2-6 6-3,3,Outdoor,Indian Wells
BNP Paribas Open,20250311,Hard,Masters 1000,3rd Round,Dimitrov G.,Monfils G.,15,42.0,7-6 4-6 7-6,3,Outdoor,Indian Wells
BNP Paribas Open,20250312,Hard,Masters 1000,4th Round,Medvedev D.,Paul T.,6,11.0,6-4 6-0,3,Outdoor,Indian Wells
BNP Paribas Open,20250312,Hard,Masters 1000,4th Round,Shelton B.,Nakashima B.,12,33.0,7-6 6-1,3,Outdoor,Indian Wells
BNP Paribas Open,20250312,Hard,Masters 1000,4th Round,Cerundolo F.,De Minaur A.,26,10.0,7-5 6-3,3,Outdoor,Indian Wells
BNP Paribas Open,20250312,Hard,Masters 1000,4th Round,Draper J.,Fritz T.,14,4.0,7-5 6-4,3,Outdoor,Indian Wells
BNP Paribas Open,20250312,Hard,Masters 1000,4th Round,Medvedev D.,Paul T.,6,11.0,6-4 6-0,3,Outdoor,Indian Wells
BNP Paribas Open,20250312,Hard,Masters 1000,4th Round,Shelton B.,Nakashima B.,12,33.0,7-6 6-1,3,Outdoor,Indian Wells
BNP Paribas Open,20250312,Hard,Masters 1000,4th Round,Draper J.,Fritz T.,14,4.0,7-5 6-4,3,Outdoor,Indian Wells
BNP Paribas Open,20250312,Hard,Masters 1000,4th Round,Cerundolo F.,De Minaur A.,26,10.0,7-5 6-3,3,Outdoor,Indian Wells
BNP Paribas Open,20250313,Hard,Masters 1000,4th Round,Alcaraz C.,Dimitrov G.,3,15.0,6-1 6-1,3,Outdoor,Indian Wells
BNP Paribas Open,20250313,Hard,Masters 1000,Quarterfinals,Rune H.,Griekspoor T.,13,43.0,5-7 6-0 6-3,3,Outdoor,Indian Wells
BNP Paribas Open,20250313,Hard,Masters 1000,Quarterfinals,Medvedev D.,Fils A.,6,21.0,6-4 2-6 7-6,3,Outdoor,Indian Wells
BNP Paribas Open,20250313,Hard,Masters 1000,Quarterfinals,Rune H.,Griekspoor T.,13,43.0,5-7 6-0 6-3,3,Outdoor,Indian Wells
BNP Paribas Open,20250313,Hard,Masters 1000,Quarterfinals,Medvedev D.,Fils A.,6,21.0,6-4 2-6 7-6,3,Outdoor,Indian Wells
BNP Paribas Open,20250313,Hard,Masters 1000,4th Round,Alcaraz C.,Dimitrov G.,3,15.0,6-1 6-1,3,Outdoor,Indian Wells
BNP Paribas Open,20250314,Hard,Masters 1000,Quarterfinals,Draper J.,Shelton B.,14,12.0,6-4 7-5,3,Outdoor,Indian Wells
BNP Paribas Open,20250314,Hard,Masters 1000,Quarterfinals,Alcaraz C.,Cerundolo F.,3,26.0,6-3 7-6,3,Outdoor,Indian Wells
BNP Paribas Open,20250314,Hard,Masters 1000,Quarterfinals,Draper J.,Shelton B.,14,12.0,6-4 7-5,3,Outdoor,Indian Wells
BNP Paribas Open,20250314,Hard,Masters 1000,Quarterfinals,Alcaraz C.,Cerundolo F.,3,26.0,6-3 7-6,3,Outdoor,Indian Wells
BNP Paribas Open,20250315,Hard,Masters 1000,Semifinals,Draper J.,Alcaraz C.,14,3.0,6-1 0-6 6-4,3,Outdoor,Indian Wells
BNP Paribas Open,20250315,Hard,Masters 1000,Semifinals,Rune H.,Medvedev D.,13,6.0,7-5 6-4,3,Outdoor,Indian Wells
BNP Paribas Open,20250315,Hard,Masters 1000,Semifinals,Draper J.,Alcaraz C.,14,3.0,6-1 0-6 6-4,3,Outdoor,Indian Wells
BNP Paribas Open,20250315,Hard,Masters 1000,Semifinals,Rune H.,Medvedev D.,13,6.0,7-5 6-4,3,Outdoor,Indian Wells
BNP Paribas Open,20250316,Hard,Masters 1000,The Final,Draper J.,Rune H.,14,13.0,6-2 6-2,3,Outdoor,Indian Wells
BNP Paribas Open,20250316,Hard,Masters 1000,The Final,Draper J.,Rune H.,14,13.0,6-2 6-2,3,Outdoor,Indian Wells
Miami Open,20250319,Hard,Masters 1000,1st Round,Schoolkate T.,Quinn E.,129,135.0,6-0 6-2,3,Outdoor,Miami
Miami Open,20250319,Hard,Masters 1000,1st Round,Hijikata R.,Medjedovic H.,86,73.0,7-5 3-6 7-5,3,Outdoor,Miami
Miami Open,20250319,Hard,Masters 1000,1st Round,Bublik A.,Baez S.,80,36.0,6-3 6-4,3,Outdoor,Miami
Miami Open,20250319,Hard,Masters 1000,1st Round,Munar J.,Rinderknech A.,56,74.0,6-3 7-6,3,Outdoor,Miami
Miami Open,20250319,Hard,Masters 1000,1st Round,Muller A.,Sakamoto R.,41,330.0,6-4 6-4,3,Outdoor,Miami
Miami Open,20250319,Hard,Masters 1000,1st Round,Kecmanovic M.,Kovacevic A.,48,79.0,6-4 6-4,3,Outdoor,Miami
Miami Open,20250319,Hard,Masters 1000,1st Round,Carballes Baena R.,O Connell C.,53,78.0,6-3 3-6 7-6,3,Outdoor,Miami
Miami Open,20250319,Hard,Masters 1000,1st Round,Moutet C.,Blockx A.,76,163.0,7-6 6-4,3,Outdoor,Miami
Miami Open,20250319,Hard,Masters 1000,1st Round,Monfils G.,Marozsan F.,46,59.0,6-3 3-6 6-4,3,Outdoor,Miami
Miami Open,20250319,Hard,Masters 1000,1st Round,Kyrgios N.,McDonald M.,892,101.0,3-6 6-3 6-4,3,Outdoor,Miami
Miami Open,20250319,Hard,Masters 1000,1st Round,Tseng C.H.,Bellucci M.,115,72.0,7-6 6-2,3,Outdoor,Miami
Miami Open,20250319,Hard,Masters 1000,1st Round,Cina F.,Comesana F.,441,67.0,7-6 7-6,3,Outdoor,Miami
Miami Open,20250319,Hard,Masters 1000,1st Round,Monfils G.,Marozsan F.,46,59.0,6-3 3-6 6-4,3,Outdoor,Miami
Miami Open,20250319,Hard,Masters 1000,1st Round,Schoolkate T.,Quinn E.,129,135.0,6-0 6-2,3,Outdoor,Miami
Miami Open,20250319,Hard,Masters 1000,1st Round,Hijikata R.,Medjedovic H.,86,73.0,7-5 3-6 7-5,3,Outdoor,Miami
Miami Open,20250319,Hard,Masters 1000,1st Round,Bublik A.,Baez S.,80,36.0,6-3 6-4,3,Outdoor,Miami
Miami Open,20250319,Hard,Masters 1000,1st Round,Goffin D.,Vukic A.,55,77.0,2-6 6-4 6-2,3,Outdoor,Miami
Miami Open,20250319,Hard,Masters 1000,1st Round,Ugo Carabelli C.,Holt B.,65,116.0,2-6 7-6 6-4,3,Outdoor,Miami
Miami Open,20250319,Hard,Masters 1000,1st Round,Cina F.,Comesana F.,441,67.0,7-6 7-6,3,Outdoor,Miami
Miami Open,20250319,Hard,Masters 1000,1st Round,Tseng C.H.,Bellucci M.,115,72.0,7-6 6-2,3,Outdoor,Miami
Miami Open,20250319,Hard,Masters 1000,1st Round,Ugo Carabelli C.,Holt B.,65,116.0,2-6 7-6 6-4,3,Outdoor,Miami
Miami Open,20250319,Hard,Masters 1000,1st Round,Kyrgios N.,McDonald M.,892,101.0,3-6 6-3 6-4,3,Outdoor,Miami
Miami Open,20250319,Hard,Masters 1000,1st Round,Moutet C.,Blockx A.,76,163.0,7-6 6-4,3,Outdoor,Miami
Miami Open,20250319,Hard,Masters 1000,1st Round,Carballes Baena R.,O Connell C.,53,78.0,6-3 3-6 7-6,3,Outdoor,Miami
Miami Open,20250319,Hard,Masters 1000,1st Round,Kecmanovic M.,Kovacevic A.,48,79.0,6-4 6-4,3,Outdoor,Miami
Miami Open,20250319,Hard,Masters 1000,1st Round,Muller A.,Sakamoto R.,41,330.0,6-4 6-4,3,Outdoor,Miami
Miami Open,20250319,Hard,Masters 1000,1st Round,Munar J.,Rinderknech A.,56,74.0,6-3 7-6,3,Outdoor,Miami
Miami Open,20250319,Hard,Masters 1000,1st Round,Goffin D.,Vukic A.,55,77.0,2-6 6-4 6-2,3,Outdoor,Miami
Miami Open,20250320,Hard,Masters 1000,1st Round,Safiullin R.,Brooksby J.,71,544.0,6-3 3-6 6-3,3,Outdoor,Miami
Miami Open,20250320,Hard,Masters 1000,1st Round,Arnaldi M.,Wu Y.,35,421.0,7-6 4-6 6-3,3,Outdoor,Miami
Miami Open,20250320,Hard,Masters 1000,1st Round,Fonseca J.,Tien L.,60,66.0,6-7 6-3 6-4,3,Outdoor,Miami
Miami Open,20250320,Hard,Masters 1000,1st Round,Darderi L.,Martinez P.,61,40.0,6-4 6-1,3,Outdoor,Miami
Miami Open,20250320,Hard,Masters 1000,1st Round,Wong C.,Altmaier D.,182,82.0,6-4 6-3,3,Outdoor,Miami
Miami Open,20250320,Hard,Masters 1000,1st Round,Gaston H.,Nishioka Y.,88,68.0,6-4 3-1,3,Outdoor,Miami
Miami Open,20250320,Hard,Masters 1000,1st Round,Opelka R.,Eubanks C.,114,104.0,6-3 7-6,3,Outdoor,Miami
Miami Open,20250320,Hard,Masters 1000,1st Round,Mensik J.,Bautista Agut R.,54,50.0,6-4 3-6 6-1,3,Outdoor,Miami
Miami Open,20250320,Hard,Masters 1000,1st Round,Fearnley J.,Bonzi B.,83,63.0,7-6 2-6 6-4,3,Outdoor,Miami
Miami Open,20250320,Hard,Masters 1000,1st Round,Bergs Z.,Borges N.,51,42.0,7-6 7-5,3,Outdoor,Miami
Miami Open,20250320,Hard,Masters 1000,1st Round,Halys Q.,Seyboth Wild T.,57,96.0,6-3 6-4,3,Outdoor,Miami
Miami Open,20250320,Hard,Masters 1000,1st Round,Spizzirri E.,Harris B.,134,107.0,7-6 3-6 6-2,3,Outdoor,Miami
Miami Open,20250320,Hard,Masters 1000,1st Round,Davidovich Fokina A.,Struff J.L.,39,49.0,7-6 6-3,3,Outdoor,Miami
Miami Open,20250320,Hard,Masters 1000,1st Round,Thompson J.,Giron M.,37,45.0,3-6 6-4 7-5,3,Outdoor,Miami
Miami Open,20250320,Hard,Masters 1000,1st Round,Tirante T.A.,Cobolli F.,117,43.0,6-1 3-6 6-3,3,Outdoor,Miami
Miami Open,20250320,Hard,Masters 1000,1st Round,Bu Y.,Norrie C.,69,81.0,6-4 6-2,3,Outdoor,Miami
Miami Open,20250320,Hard,Masters 1000,1st Round,Fearnley J.,Bonzi B.,83,63.0,7-6 2-6 6-4,3,Outdoor,Miami
Miami Open,20250320,Hard,Masters 1000,1st Round,Sonego L.,Navone M.,38,62.0,7-5 7-5,3,Outdoor,Miami
Miami Open,20250320,Hard,Masters 1000,1st Round,Tirante T.A.,Cobolli F.,117,43.0,6-1 3-6 6-3,3,Outdoor,Miami
Miami Open,20250320,Hard,Masters 1000,1st Round,Opelka R.,Eubanks C.,114,104.0,6-3 7-6,3,Outdoor,Miami
Miami Open,20250320,Hard,Masters 1000,1st Round,Gaston H.,Nishioka Y.,88,68.0,6-4 3-1,3,Outdoor,Miami
Miami Open,20250320,Hard,Masters 1000,1st Round,Wong C.,Altmaier D.,182,82.0,6-4 6-3,3,Outdoor,Miami
Miami Open,20250320,Hard,Masters 1000,1st Round,Darderi L.,Martinez P.,61,40.0,6-4 6-1,3,Outdoor,Miami
Miami Open,20250320,Hard,Masters 1000,1st Round,Bu Y.,Norrie C.,69,81.0,6-4 6-2,3,Outdoor,Miami
Miami Open,20250320,Hard,Masters 1000,1st Round,Thompson J.,Giron M.,37,45.0,3-6 6-4 7-5,3,Outdoor,Miami
Miami Open,20250320,Hard,Masters 1000,1st Round,Bergs Z.,Borges N.,51,42.0,7-6 7-5,3,Outdoor,Miami
Miami Open,20250320,Hard,Masters 1000,1st Round,Diallo G.,Etcheverry T.,87,44.0,6-3 6-0,3,Outdoor,Miami
Miami Open,20250320,Hard,Masters 1000,1st Round,Sonego L.,Navone M.,38,62.0,7-5 7-5,3,Outdoor,Miami
Miami Open,20250320,Hard,Masters 1000,1st Round,Safiullin R.,Brooksby J.,71,544.0,6-3 3-6 6-3,3,Outdoor,Miami
Miami Open,20250320,Hard,Masters 1000,1st Round,Arnaldi M.,Wu Y.,35,421.0,7-6 4-6 6-3,3,Outdoor,Miami
Miami Open,20250320,Hard,Masters 1000,1st Round,Fonseca J.,Tien L.,60,66.0,6-7 6-3 6-4,3,Outdoor,Miami
Miami Open,20250320,Hard,Masters 1000,1st Round,Mensik J.,Bautista Agut R.,54,50.0,6-4 3-6 6-1,3,Outdoor,Miami
Miami Open,20250320,Hard,Masters 1000,1st Round,Davidovich Fokina A.,Struff J.L.,39,49.0,7-6 6-3,3,Outdoor,Miami
Miami Open,20250320,Hard,Masters 1000,1st Round,Diallo G.,Etcheverry T.,87,44.0,6-3 6-0,3,Outdoor,Miami
Miami Open,20250320,Hard,Masters 1000,1st Round,Spizzirri E.,Harris B.,134,107.0,7-6 3-6 6-2,3,Outdoor,Miami
Miami Open,20250320,Hard,Masters 1000,1st Round,Halys Q.,Seyboth Wild T.,57,96.0,6-3 6-4,3,Outdoor,Miami
Miami Open,20250321,Hard,Masters 1000,2nd Round,Paul T.,Bublik A.,13,80.0,5-7 7-5 6-4,3,Outdoor,Miami
Miami Open,20250321,Hard,Masters 1000,2nd Round,Korda S.,Spizzirri E.,25,134.0,6-4 6-2,3,Outdoor,Miami
Miami Open,20250321,Hard,Masters 1000,2nd Round,Auger-Aliassime F.,Schoolkate T.,19,129.0,6-4 6-4,3,Outdoor,Miami
Miami Open,20250321,Hard,Masters 1000,2nd Round,Dimitrov G.,Cina F.,15,441.0,6-1 6-4,3,Outdoor,Miami
Miami Open,20250321,Hard,Masters 1000,2nd Round,Ruud C.,Kecmanovic M.,6,48.0,3-6 6-4 6-4,3,Outdoor,Miami
Miami Open,20250321,Hard,Masters 1000,2nd Round,Musetti L.,Halys Q.,16,57.0,3-6 7-6 7-5,3,Outdoor,Miami
Miami Open,20250321,Hard,Masters 1000,2nd Round,Khachanov K.,Kyrgios N.,23,892.0,7-6 6-0,3,Outdoor,Miami
Miami Open,20250321,Hard,Masters 1000,2nd Round,Ugo Carabelli C.,Michelsen A.,65,33.0,6-7 7-5 6-3,3,Outdoor,Miami
Miami Open,20250321,Hard,Masters 1000,2nd Round,Munar J.,Medvedev D.,56,8.0,6-2 6-3,3,Outdoor,Miami
Miami Open,20250321,Hard,Masters 1000,2nd Round,Tsitsipas S.,Tseng C.H.,10,115.0,4-6 7-5 6-3,3,Outdoor,Miami
Miami Open,20250321,Hard,Masters 1000,2nd Round,Monfils G.,Lehecka J.,46,27.0,6-1 3-6 7-6,3,Outdoor,Miami
Miami Open,20250321,Hard,Masters 1000,2nd Round,Dimitrov G.,Cina F.,15,441.0,6-1 6-4,3,Outdoor,Miami
Miami Open,20250321,Hard,Masters 1000,2nd Round,Auger-Aliassime F.,Schoolkate T.,19,129.0,6-4 6-4,3,Outdoor,Miami
Miami Open,20250321,Hard,Masters 1000,2nd Round,Nakashima B.,Carballes Baena R.,32,53.0,6-4 4-6 6-3,3,Outdoor,Miami
Miami Open,20250321,Hard,Masters 1000,2nd Round,Korda S.,Spizzirri E.,25,134.0,6-4 6-2,3,Outdoor,Miami
Miami Open,20250321,Hard,Masters 1000,2nd Round,Paul T.,Bublik A.,13,80.0,5-7 7-5 6-4,3,Outdoor,Miami
Miami Open,20250321,Hard,Masters 1000,2nd Round,Nakashima B.,Carballes Baena R.,32,53.0,6-4 4-6 6-3,3,Outdoor,Miami
Miami Open,20250321,Hard,Masters 1000,2nd Round,Tabilo A.,Moutet C.,31,76.0,5-7 6-3 7-5,3,Outdoor,Miami
